Tester ID/Tester Station: /CP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,58,58,69,32,-515.501,-524.597,-521.67,-520.813,-523.15,-517.167,-458.85,-448.985,-499.595,1.282,1.129,1.129,1.435,1.282,1.282,1.129,1.588,1.129,0.97658,1.129,1.282,1.282,1.282,0.823711,0.823711,1.282,1.435,1.129,0.97658,1.435,1.282,1.129,0.823711,1.435,0.823711,1.129,0.823711,0.823711,1.129,1.282,1.435,0.97658,0.97658,0.670843,1.282,1.435,1.282,1.282,1.282,0.97658,1.282,1.129,0.823711,0.670843,0.97658,1.282,1.435,0.823711,1.282,1.282,1.588,0.97658,1.435,1.282,0.97658,1.282,1.282,1.435,1.588,1.129,0.823711,1.282,1.282,0.823711
1380,58,58,84,29,-512.135,-515.083,-514.982,-514.737,-517.745,-516.714,-466.333,-454.372,-505.07,15.475,15.781,15.628,15.781,15.934,15.781,15.781,16.087,15.934,15.628,15.475,15.781,15.781,15.628,15.934,15.628,15.934,15.628,15.475,15.781,15.781,15.475,15.781,15.781,15.475,15.475,15.322,15.628,15.781,15.781,15.475,15.628,15.934,15.628,15.781,15.475,15.781,15.475,15.475,15.628,15.475,15.628,15.322,15.475,15.322,15.781,15.322,15.934,15.475,15.322,15.475,15.475,15.322,15.781,15.475,15.322,15.781,15.322,15.781,15.322,15.475,15.322,15.322,15.934,15.628
1381,58,58,83,29,-511.917,-514.767,-514.734,-515.27,-517.171,-518.686,-467.849,-455.475,-505.668,14.838,14.991,14.991,14.991,14.838,14.991,15.144,14.991,14.838,14.838,14.685,14.991,14.838,14.685,14.991,14.838,14.838,14.838,14.685,14.991,14.838,14.685,14.991,14.991,14.838,14.838,14.685,14.838,14.838,14.991,14.838,14.838,15.144,14.838,14.838,14.838,14.991,14.685,14.838,14.991,14.838,14.991,14.685,14.838,14.838,14.991,14.838,14.991,14.838,14.838,14.685,14.838,14.838,15.144,14.838,14.685,14.991,14.838,14.991,14.838,14.991,14.685,14.838,15.144,14.838
1382,58,58,82,29,-511.951,-515.327,-515.265,-514.74,-514.107,-514.562,-467.114,-455.664,-506.565,14.674,14.827,14.521,14.981,14.981,14.981,14.981,14.981,14.827,14.827,14.674,14.981,14.827,14.674,14.981,14.521,14.827,14.521,14.521,14.981,14.827,14.521,14.827,14.981,14.674,14.521,14.521,14.827,14.827,14.827,14.521,14.521,14.981,14.674,14.827,14.674,14.981,14.521,14.674,14.981,14.521,14.827,14.521,14.674,14.521,15.134,14.674,14.981,14.521,14.674,14.521,14.521,14.521,14.827,14.674,14.521,14.827,14.521,14.827,14.368,14.521,14.674,14.521,14.981,14.827
1383,58,58,81,29,-511.69,-514.153,-514.689,-514.908,-517.592,-518.242,-465.341,-453.252,-505.938,13.849,14.156,14.309,14.156,14.462,14.156,14.462,14.462,14.462,14.003,14.156,14.156,14.309,13.849,14.462,13.849,14.156,14.003,13.696,14.309,14.309,13.849,14.156,14.156,13.849,13.849,14.003,14.003,14.309,14.309,14.003,13.849,14.309,14.003,14.156,14.003,14.309,14.003,13.849,14.156,13.849,14.309,13.696,13.849,13.849,14.309,14.003,14.462,14.003,13.696,13.696,13.849,13.696,14.462,14.003,13.849,14.156,13.696,14.156,13.849,13.849,14.003,13.696,14.615,14.003
1384,58,58,80,29,-511.353,-514.719,-514.393,-514.866,-517.664,-517.391,-465.222,-453.357,-504.66,13.695,13.848,13.542,13.542,13.542,14.001,13.542,13.542,13.848,13.542,13.695,13.848,13.39,14.001,14.001,13.39,13.848,13.848,13.695,13.39,13.237,13.542,13.542,13.542,13.39,13.848,13.695,13.695,13.695,14.154,13.848,14.001,13.695,14.154,13.542,13.848,14.001,13.695,13.695,13.848,14.154,14.001,14.154,14.001,14.001,13.695,13.542,14.154,13.542,14.307,14.001,13.695,13.542,14.001,13.542,13.542,13.848,14.154,13.695,13.848,13.237,13.695,14.001,13.39,14.001
1385,58,58,79,29,-512.145,-515.368,-514.997,-516.505,-517.574,-518.88,-465.556,-453.736,-506.618,15.042,15.042,14.736,14.889,14.583,15.195,14.889,14.889,15.042,14.889,14.889,14.736,14.43,15.042,15.042,14.43,14.736,15.042,14.736,14.583,14.124,14.583,14.43,14.583,14.43,14.889,14.736,15.195,14.736,15.195,15.042,15.042,14.736,15.042,14.583,14.736,15.348,14.736,14.583,14.889,15.042,15.348,15.042,15.042,15.042,14.583,14.736,15.042,14.43,15.348,14.736,14.736,14.736,15.042,14.736,14.583,15.195,15.042,14.889,14.736,14.277,14.736,15.042,14.277,15.042
1386,58,58,78,29,-512.004,-515.182,-514.545,-514.862,-517.885,-517.86,-465.253,-453.647,-505.793,13.976,13.976,14.129,13.823,13.823,13.823,13.976,13.823,13.976,13.976,13.823,13.976,13.823,13.976,13.823,13.976,14.129,13.823,13.823,13.976,13.823,13.976,13.976,13.823,13.976,13.976,13.976,13.823,13.823,13.823,13.823,13.823,13.823,13.823,14.129,14.129,13.976,14.129,13.823,13.823,13.823,13.823,13.823,13.976,13.823,13.976,13.823,13.976,13.976,13.976,13.823,13.976,13.976,13.823,13.976,13.976,13.823,13.823,14.129,13.823,14.129,14.129,13.976,13.976,14.129
1387,58,58,77,29,-512.213,-515.936,-515.231,-516.369,-517.941,-518.937,-468.132,-456.314,-505.909,14.929,14.776,14.623,14.318,14.318,14.929,14.318,14.318,14.929,14.623,14.623,14.776,14.318,14.929,14.776,14.165,14.929,14.318,14.623,14.318,14.318,14.623,14.318,14.318,14.471,14.623,14.471,14.623,14.318,14.623,14.623,14.929,14.623,14.776,14.471,14.776,14.776,14.776,14.318,14.471,14.623,14.623,14.929,14.776,14.623,14.471,14.318,14.929,14.318,14.929,14.471,14.318,14.318,14.776,14.318,14.318,14.471,14.776,14.623,14.471,14.318,14.623,14.776,14.471,14.776
1388,58,58,76,29,-510.03,-512.694,-521.228,-522.064,-531.358,-523.235,-465.173,-450.347,-502.568,8.055,7.902,8.055,8.208,7.749,7.595,8.055,7.902,7.749,7.902,7.595,7.749,7.902,7.902,7.902,8.208,8.055,7.595,8.055,7.595,7.749,8.055,7.442,7.749,7.749,8.055,8.208,8.361,7.442,8.055,7.595,8.055,8.208,7.442,8.055,7.595,8.208,8.055,7.902,7.595,7.595,7.595,7.749,7.902,7.749,7.442,7.595,8.208,7.749,7.595,7.749,7.749,8.055,8.055,7.595,7.595,7.902,8.055,7.749,8.055,7.749,7.749,7.595,7.595,7.442
1389,58,58,75,29,-517.208,-525.911,-523.093,-519.147,-515.079,-513.261,-470.196,-457.542,-507.174,9.994,9.994,9.994,10.148,9.841,9.688,9.994,9.841,9.841,9.841,9.382,9.382,9.994,9.841,9.535,9.994,10.148,9.688,9.994,9.688,9.841,9.994,9.535,9.841,9.688,9.994,10.148,9.994,9.688,9.841,9.688,9.841,9.994,9.229,9.841,9.688,10.454,9.841,9.841,9.535,9.076,9.535,9.535,9.688,9.535,9.535,9.535,10.301,9.688,9.688,9.688,9.841,9.994,9.994,9.535,9.382,9.994,10.148,9.994,9.841,9.688,9.688,9.535,9.535,9.382
1390,58,58,74,29,-516.078,-514.998,-516.84,-516.691,-523.8,-516.962,-470.722,-454.376,-509.761,11.95,12.256,12.103,12.103,12.103,12.256,11.797,12.103,11.95,11.95,12.103,12.103,12.103,12.103,11.95,11.797,11.95,12.103,11.95,11.95,11.797,11.95,11.95,12.256,12.103,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.797,11.95,11.797,12.103,11.797,11.797,11.95,11.95,12.103,11.95,11.95,11.95,12.103,11.95,12.103,11.797,11.95,11.95,12.103,11.95,12.103,11.95,11.95,11.95,12.256,11.95,11.95,12.103,11.797,11.95,11.95,11.95,12.103
1391,58,58,73,29,-516.525,-520.63,-516.509,-514.573,-520.161,-513.78,-470.359,-457.134,-509.812,13.332,13.332,13.179,13.332,13.485,13.179,13.026,13.332,13.026,13.332,12.873,13.026,13.179,13.179,13.026,12.415,13.179,13.026,13.332,13.026,12.72,13.179,13.026,13.179,13.332,13.332,13.485,13.179,12.873,13.179,12.873,13.332,13.179,12.873,13.179,12.873,13.332,13.179,12.873,12.873,12.568,12.873,12.873,13.179,12.873,12.873,12.873,13.332,13.332,12.415,13.026,12.873,13.332,13.332,12.873,12.72,13.179,13.179,12.873,13.332,12.72,12.72,12.873,12.72,12.873
1392,58,58,72,29,-511.379,-514.519,-514.498,-513.999,-512.957,-513.734,-466.377,-454.505,-505.966,13.249,12.485,13.096,13.249,12.638,12.485,12.943,13.096,12.638,12.943,12.791,12.638,12.943,12.333,12.791,13.096,12.485,12.943,12.791,12.943,12.943,13.096,13.096,12.943,13.096,12.791,13.096,13.096,12.943,12.943,12.943,12.638,12.791,12.485,12.943,12.638,12.638,12.791,12.943,12.943,12.485,12.943,12.485,12.485,12.638,12.791,12.943,12.638,13.096,12.485,12.485,13.096,13.096,12.638,13.096,13.096,12.791,12.485,12.638,12.791,12.485,12.791,12.638,12.638,12.791
1393,58,58,71,29,-510.872,-513.903,-513.856,-514.145,-514.199,-514.854,-464.199,-452.068,-506.279,12.598,12.292,12.598,12.445,12.292,12.292,12.598,12.598,12.292,12.445,12.598,12.445,12.445,12.292,12.292,12.751,12.292,12.445,12.445,12.445,12.445,12.292,12.598,12.598,12.445,12.445,12.598,12.598,12.445,12.292,12.445,12.292,12.292,12.139,12.445,12.292,12.445,12.445,12.445,12.598,12.139,12.598,12.139,12.139,12.292,12.445,12.751,12.292,12.598,12.292,12.292,12.445,12.598,12.292,12.445,12.598,12.445,12.292,12.292,12.445,12.445,12.292,12.292,12.292,12.292
1394,58,58,70,29,-511.589,-514.898,-514.713,-514.296,-517.481,-517.131,-464.29,-452.215,-507.384,12.83,12.218,12.677,12.677,12.218,12.218,12.524,12.524,12.218,12.524,12.524,12.371,12.524,12.218,12.218,12.677,12.218,12.524,12.371,12.677,12.524,12.677,12.677,12.524,12.677,12.524,12.677,12.524,12.371,12.218,12.677,12.371,12.524,12.065,12.524,12.371,12.371,12.371,12.524,12.371,12.065,12.524,12.065,12.065,12.371,12.371,12.677,12.371,12.524,12.218,12.218,12.677,12.677,12.218,12.677,12.524,12.524,12.065,12.371,12.371,12.065,12.371,12.218,12.218,12.371
1395,58,58,69,29,-511.616,-514.676,-514.705,-515.134,-517.297,-518.188,-465.044,-452.718,-508.718,12.866,12.254,12.713,12.713,12.407,11.948,12.866,12.866,12.407,12.866,12.56,12.254,12.713,12.407,12.407,12.713,12.407,12.56,12.407,12.866,12.713,12.713,12.713,12.56,13.019,12.866,12.713,12.713,12.713,12.407,12.713,12.254,12.56,12.101,12.866,12.407,12.254,12.713,12.866,12.713,12.101,12.56,12.101,12.254,12.407,12.866,12.713,12.254,13.019,12.254,12.254,12.866,12.866,12.407,12.866,13.019,12.56,12.101,12.407,12.56,12.56,12.407,12.407,12.407,12.407
1396,17,17,84,30,-511.397,-514.213,-515.005,-515.441,-516.456,-515.848,-465.897,-454.183,-505.494,14.971,14.513,14.513,14.513,14.818,14.666,14.513,14.513,14.36,14.818,14.666,15.124,14.513,14.513,14.513,14.513,14.513,14.513,14.513,14.513,14.513,14.513,14.666,14.818,14.513,14.36,14.513,14.666,14.666,14.971,14.818
1397,58,58,83,30,-512.756,-515.558,-515.763,-515.885,-517.927,-517.278,-467.974,-456.108,-505.944,15.937,15.784,15.784,15.479,15.937,15.784,15.479,15.479,15.326,15.937,15.784,16.09,15.479,15.631,15.631,15.784,15.479,15.784,15.631,15.479,15.631,15.631,15.631,15.937,15.631,15.326,15.631,15.937,15.784,15.937,15.937,15.784,15.937,15.631,15.631,15.631,15.479,15.784,15.937,15.479,15.784,15.631,15.631,15.631,15.784,15.937,15.631,15.784,15.631,15.479,15.479,15.631,15.784,15.631,15.479,15.326,15.479,15.479,15.631,15.784,15.479,15.479,15.631,15.631,15.937
1398,58,58,82,30,-511.8,-515.016,-515.502,-515.874,-513.753,-513.105,-467.769,-455.85,-504.891,15.185,15.032,14.726,14.726,15.032,14.879,14.726,14.726,14.726,15.032,14.879,15.032,14.726,14.726,14.573,14.879,14.573,14.573,14.573,14.726,14.726,14.726,14.726,14.879,14.726,14.573,14.573,14.879,14.879,15.032,14.879,14.726,14.726,14.573,14.726,14.879,14.726,14.879,14.879,14.573,15.032,14.726,14.573,14.726,14.879,14.879,14.726,14.879,14.726,14.726,14.573,14.726,14.879,14.726,14.573,14.573,14.573,14.573,14.573,14.726,14.726,14.573,14.726,14.726,14.879
1399,58,58,81,30,-511.756,-515.046,-515.227,-515.584,-517.322,-517.115,-464.481,-453.025,-504.433,15.305,14.999,14.999,14.845,15.152,15.152,14.692,14.999,14.692,15.152,14.999,15.305,14.692,14.999,14.999,14.999,14.692,14.845,14.692,14.845,14.845,14.845,14.999,15.305,14.999,14.539,14.845,15.152,14.999,15.458,15.152,15.152,15.305,14.692,14.845,15.152,14.692,15.305,15.305,14.845,15.458,14.845,14.692,14.999,15.152,15.152,14.999,15.152,14.999,14.845,14.692,14.845,14.999,14.999,14.999,14.845,14.386,14.999,14.845,14.999,14.999,14.692,14.845,14.999,15.305
1400,58,58,80,30,-512.06,-515.336,-514.845,-515.528,-517.548,-518.134,-466.071,-453.941,-506.035,14.208,14.514,14.82,14.667,14.208,14.361,14.82,14.514,14.514,14.055,14.208,14.055,14.667,14.514,14.514,14.208,14.055,14.514,14.514,14.667,14.514,14.514,14.208,14.361,14.514,14.514,14.514,14.055,14.055,14.208,14.055,14.208,14.208,14.667,14.514,14.055,14.361,14.208,14.055,14.361,14.208,14.514,14.514,14.667,14.361,14.361,14.055,14.055,14.208,14.514,14.667,14.514,14.208,14.055,14.208,14.514,14.514,14.361,14.514,14.361,14.361,14.514,14.514,14.667,14.208
1401,58,58,79,30,-511.67,-514.825,-514.615,-514.606,-516.182,-516.566,-465.343,-453.413,-505.672,13.555,13.86,13.707,13.555,13.555,13.402,13.402,13.402,13.249,13.402,13.402,13.402,13.555,13.555,13.707,13.555,13.555,13.555,13.555,13.555,13.555,13.402,13.555,13.402,13.707,13.402,13.555,13.402,13.402,13.555,13.402,13.555,13.402,13.402,13.402,13.402,13.555,13.555,13.402,13.555,13.555,13.402,13.402,13.707,13.402,13.402,13.402,13.402,13.402,13.249,13.402,13.555,13.555,13.555,13.249,13.249,13.402,13.402,13.555,13.555,13.555,13.555,13.555,13.555,13.402
1402,58,58,78,30,-511.259,-514.125,-514.625,-515.461,-516.802,-515.497,-464.83,-452.761,-503.652,13.27,13.423,13.576,13.729,13.27,13.576,13.729,13.576,13.423,13.27,13.27,13.118,13.423,13.423,12.965,12.965,12.659,13.423,13.27,13.423,13.118,13.27,13.118,13.27,13.118,12.965,13.27,13.27,13.27,13.27,12.812,13.27,12.965,13.423,13.423,12.659,12.965,13.27,13.118,12.812,12.812,13.118,13.118,13.27,13.576,13.423,13.118,12.812,13.27,13.576,13.27,13.423,13.27,13.118,13.118,13.423,13.27,13.729,13.27,13.118,13.27,13.576,13.27,13.423,13.118
1403,58,58,77,30,-511.873,-514.99,-514.802,-514.926,-516.441,-516.509,-464.449,-452.6,-503.247,12.904,13.21,13.363,13.363,13.21,13.057,13.669,13.363,13.516,13.057,13.21,12.751,13.21,13.21,13.057,12.904,12.751,13.363,13.21,13.21,12.904,13.21,13.057,13.057,12.904,13.363,13.057,13.057,13.057,12.751,12.751,13.057,12.904,13.363,13.21,12.598,12.751,13.057,12.751,12.904,12.598,13.057,13.21,12.904,13.21,13.21,12.904,12.751,12.904,13.363,13.363,13.363,13.057,12.751,13.057,13.516,13.363,13.363,13.21,12.751,13.21,13.363,13.057,13.057,12.904
1404,58,58,76,30,-511.307,-515.083,-514.66,-515.291,-516.685,-517.563,-466.711,-454.453,-505.089,13.443,13.443,13.29,13.443,13.29,13.443,13.29,12.984,12.832,13.443,13.443,12.984,12.984,13.443,12.984,13.29,12.832,13.29,13.443,12.984,12.984,13.443,12.832,13.137,13.443,13.137,13.29,13.443,12.984,12.832,12.832,13.29,12.832,13.443,12.984,13.29,12.984,13.443,13.443,13.29,13.443,12.832,13.137,13.137,13.443,12.679,13.137,12.984,12.984,13.137,13.443,13.443,13.443,12.984,13.137,13.443,12.984,13.443,13.29,13.443,13.443,13.443,13.29,12.984,13.29
1405,58,58,75,30,-511.784,-514.55,-514.435,-514.686,-514.324,-514.326,-466.591,-454.524,-504.582,12.688,12.688,12.535,12.688,12.688,12.688,12.688,12.535,12.535,12.688,12.688,12.688,12.535,12.535,12.535,12.535,12.535,12.688,12.688,12.535,12.535,12.535,12.535,12.841,12.688,12.382,12.382,12.688,12.382,12.535,12.535,12.382,12.535,12.688,12.688,12.688,12.535,12.535,12.688,12.688,12.382,12.535,12.535,12.688,12.382,12.535,12.688,12.535,12.535,12.535,12.535,12.688,12.535,12.535,12.688,12.382,12.535,12.535,12.535,12.688,12.382,12.535,12.535,12.688,12.688
1406,58,58,74,30,-511.13,-513.92,-514.295,-514.812,-516.418,-515.387,-466.363,-454.186,-504.725,11.793,11.946,11.946,11.946,11.793,11.946,11.793,11.793,11.488,11.64,11.64,11.335,11.793,12.099,11.64,12.099,11.793,11.946,11.793,11.793,11.64,11.946,11.64,11.488,11.946,11.64,12.099,11.793,11.946,11.793,11.64,12.099,11.335,11.946,11.488,11.946,11.793,11.946,11.946,11.946,11.946,11.64,11.946,11.64,12.099,11.488,11.335,11.64,11.793,12.099,11.793,11.946,11.793,11.64,11.793,11.946,11.488,12.099,11.793,12.252,11.946,12.099,11.793,11.488,11.793
1407,58,58,73,30,-511.389,-514.802,-514.682,-514.787,-517.023,-516.352,-466.78,-454.6,-504.414,12.235,12.082,12.235,12.082,11.93,11.93,11.93,11.777,11.777,12.082,11.93,11.624,12.082,12.388,11.93,12.235,12.082,12.235,12.235,11.777,11.93,12.388,11.777,11.93,12.235,12.082,12.235,12.235,12.082,11.93,12.082,12.388,11.624,12.082,11.624,12.082,11.93,12.235,12.388,12.082,12.541,11.93,12.235,12.082,12.388,11.777,12.082,11.777,12.235,12.235,12.235,12.082,12.082,11.777,11.93,12.388,11.93,12.541,12.082,12.388,12.388,12.541,12.388,11.93,12.082
1408,58,58,72,30,-521.575,-522.353,-526.287,-516.504,-521.271,-519.39,-472.83,-461.221,-511.422,9.136,9.136,8.982,8.982,8.982,9.289,8.982,8.982,9.442,8.829,9.595,9.136,9.136,8.829,9.136,8.829,8.829,9.289,8.829,9.289,9.136,8.982,9.289,9.289,8.982,8.829,8.829,8.829,9.442,8.982,9.442,8.829,8.829,9.136,8.829,9.289,8.982,8.982,9.136,9.289,8.982,9.595,9.289,8.829,9.289,9.442,9.136,8.829,8.982,9.289,9.136,8.982,8.982,8.982,9.136,9.442,9.289,9.136,9.289,8.982,8.982,8.982,9.136,9.289,9.595
1409,58,58,71,30,-525.951,-521.734,-521.987,-531.328,-500.6,-504.449,-460.424,-450.558,-502.337,1.186,1.033,0.879335,1.033,1.033,1.493,0.879335,1.033,1.493,1.033,1.493,1.033,1.339,1.033,1.033,0.879335,1.033,1.339,1.033,1.493,1.186,1.033,1.339,1.339,1.186,0.879335,1.033,1.033,1.339,0.879335,1.339,1.033,0.879335,0.879335,0.879335,1.493,1.493,0.879335,1.186,1.186,1.033,1.493,1.493,1.033,1.339,1.339,1.493,1.186,1.186,1.493,1.033,1.186,1.186,1.186,1.186,1.493,1.339,1.339,1.339,1.033,1.033,1.033,1.339,1.339,1.493
1410,58,58,70,30,-502.61,-506.955,-513.666,-511.765,-521.29,-527.225,-469.003,-455.73,-511.468,14.438,14.438,14.438,14.438,14.438,14.591,14.285,14.285,14.744,14.132,14.591,14.438,14.591,14.285,14.438,14.285,14.438,14.744,14.285,14.591,14.438,14.285,14.591,14.591,14.285,14.132,14.285,14.438,14.591,14.132,14.438,14.285,14.438,14.285,14.285,14.591,14.438,14.285,14.591,14.438,14.438,14.591,14.591,14.438,14.744,14.591,14.438,14.438,14.438,14.438,14.438,14.438,14.438,14.438,14.591,14.744,14.438,14.438,14.591,14.285,14.438,14.438,14.438,14.591,14.591
1411,58,58,69,30,-515.807,-524.903,-521.517,-521.425,-522.691,-517.014,-458.698,-449.595,-500.358,1.129,0.97658,1.129,1.129,1.129,1.435,0.97658,1.129,1.741,0.823711,1.588,1.282,1.282,0.97658,1.129,0.823711,0.97658,1.435,0.97658,1.435,1.282,1.129,1.588,1.435,1.129,0.823711,1.129,0.97658,1.588,1.129,1.435,0.97658,0.97658,0.97658,0.823711,1.588,1.129,0.97658,1.282,1.435,1.282,1.588,1.588,0.97658,1.435,1.435,1.435,0.97658,1.129,1.435,1.129,1.435,0.97658,1.129,1.435,1.588,1.282,1.282,1.435,1.129,1.282,1.282,1.435,1.588,1.435
1412,58,58,84,27,-512.135,-515.083,-514.829,-514.89,-518.051,-518.394,-466.945,-455.138,-508.132,15.628,15.475,15.628,15.322,15.475,15.322,15.322,15.628,15.016,15.322,15.322,15.322,15.322,15.169,15.628,15.322,15.628,15.475,15.475,15.322,15.781,15.475,15.628,15.781,15.322,15.628,15.322,15.322,15.322,15.322,15.322,15.475,15.322,15.322,15.475,15.169,15.781,15.322,15.322,15.475,15.781,15.475,15.322,15.475,15.475,15.934,15.781,15.628,15.781,15.475,15.322,15.781,15.628,15.169,15.475,15.781,15.781,15.475,15.628,15.781,15.781,15.628,15.781,15.475,15.475
1413,58,58,83,27,-512.071,-515.074,-515.04,-515.27,-517.629,-518.533,-465.705,-453.638,-507.046,14.991,14.685,14.838,14.685,14.991,14.685,14.685,14.838,14.532,14.532,14.685,14.685,14.532,14.532,14.838,14.685,14.685,14.685,14.685,14.532,14.685,14.685,14.685,14.838,14.532,14.685,14.532,14.532,14.685,14.685,14.685,14.685,14.532,14.532,14.532,14.532,14.838,14.532,14.532,14.685,14.838,14.532,14.532,14.685,14.532,14.991,14.838,14.838,14.838,14.685,14.685,14.838,14.685,14.685,14.685,14.838,14.838,14.685,14.685,14.838,14.838,14.838,14.685,14.685,14.685
1414,58,58,82,27,-512.715,-515.785,-515.265,-515.199,-516.405,-517.319,-468.031,-456.429,-506.565,15.593,15.287,15.44,15.287,15.593,15.287,15.287,15.593,14.981,15.134,15.287,15.134,15.134,15.134,15.44,15.134,15.44,15.287,15.287,14.981,15.44,15.287,15.44,15.593,15.134,15.44,15.134,15.134,15.134,15.287,15.134,15.287,14.981,14.981,15.134,14.827,15.593,15.134,15.134,15.134,15.44,15.287,15.287,15.134,15.287,15.44,15.44,15.44,15.746,15.287,15.134,15.44,15.287,14.981,15.287,15.287,15.44,15.287,15.44,15.287,15.593,15.287,15.287,15.287,15.134
1415,58,58,81,27,-512.454,-515.375,-515.761,-515.827,-518.815,-519.465,-468.558,-457.082,-507.316,15.993,15.993,15.84,15.534,15.84,15.381,15.381,15.84,15.381,15.228,15.381,15.228,15.228,15.228,15.381,15.381,15.534,15.381,15.381,15.228,15.687,15.228,15.534,15.687,15.228,15.687,15.074,15.228,15.228,15.381,15.228,15.228,15.074,15.074,15.228,15.074,15.381,15.074,15.381,15.381,15.687,15.228,15.381,15.228,15.228,15.687,15.534,15.687,15.84,15.228,15.074,15.381,15.381,15.228,15.381,15.534,15.687,15.381,15.381,15.534,15.687,15.534,15.534,15.381,15.228
1416,58,58,80,27,-511.964,-515.331,-514.545,-515.019,-513.681,-514.94,-467.667,-456.415,-505.73,14.154,14.001,14.307,14.154,14.001,14.001,14.154,14.154,14.307,14.307,13.848,14.154,14.154,14.307,14.001,14.154,13.695,13.848,14.001,13.848,14.307,14.001,14.307,13.848,13.695,14.307,14.307,14.001,14.307,14.154,14.154,13.848,14.307,14.154,13.848,13.848,14.001,13.848,13.848,13.695,14.001,13.695,13.695,14.154,14.307,14.154,13.695,13.542,14.307,14.154,14.001,13.695,14.001,14.001,13.848,14.307,14.307,14.154,14.001,14.307,14.001,13.848,13.848,14.459,14.307
1417,58,58,79,27,-512.298,-515.521,-515.15,-515.893,-517.727,-517.507,-467.082,-455.873,-507.382,15.348,15.348,15.654,15.501,15.348,15.501,15.654,15.501,15.501,15.654,15.195,15.348,15.501,15.654,15.348,15.501,15.195,15.195,15.195,15.348,15.807,15.348,15.348,15.195,15.195,15.654,15.654,15.348,15.654,15.348,15.501,15.348,15.501,15.501,15.501,15.348,15.195,15.195,15.195,14.889,15.348,15.042,15.042,15.501,15.501,15.348,14.889,14.889,15.807,15.501,15.348,14.889,15.348,15.195,15.195,15.501,15.654,15.501,15.348,15.807,15.042,15.195,15.195,15.807,15.654
1418,58,58,78,27,-512.004,-515.029,-514.545,-514.709,-518.037,-517.707,-464.794,-453.8,-506.864,14.129,13.976,13.823,13.976,13.976,13.823,14.129,13.823,13.823,13.823,13.976,13.823,13.823,13.976,13.823,13.976,13.976,13.976,13.823,13.976,13.671,13.823,13.823,13.823,13.976,13.823,13.823,14.129,13.823,13.976,13.823,13.823,13.976,13.823,13.823,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.823,13.823,13.823,13.671,13.976,13.823,13.671,13.976,13.671,13.823,13.823,13.976,13.976,13.823,13.823,13.976,14.129,13.823,13.976,13.976,13.976,13.823,13.823
1419,58,58,77,27,-512.519,-515.17,-515.231,-515.453,-518.553,-518.631,-467.673,-456.161,-508.356,14.623,14.471,14.929,14.776,14.776,14.318,14.929,14.471,14.776,14.776,14.318,14.776,14.776,14.929,14.318,14.623,14.165,14.623,14.776,14.623,14.776,14.165,14.776,14.471,14.318,14.776,14.929,14.776,14.776,14.623,14.776,14.318,14.776,14.776,14.471,14.318,14.623,14.318,14.318,14.318,14.318,14.318,14.165,14.471,14.623,14.471,14.318,14.318,14.623,14.623,14.165,14.165,14.623,14.623,14.165,14.776,14.776,14.471,14.776,14.776,14.776,14.318,14.165,14.776,14.929
1420,58,58,76,27,-510.182,-512.542,-521.075,-522.37,-531.969,-524,-466.089,-451.721,-505.468,8.668,8.974,8.668,8.515,8.668,8.668,8.668,8.208,7.902,8.208,8.361,8.668,8.361,8.208,8.515,8.515,8.208,8.515,8.208,8.361,8.208,8.668,8.515,8.515,8.668,8.208,8.361,8.208,8.055,8.821,8.821,8.208,8.668,8.515,7.902,8.208,8.055,8.055,8.208,8.361,8.208,8.208,8.515,8.208,8.208,8.208,8.361,8.515,8.055,8.668,8.208,8.208,8.515,8.361,8.361,8.055,8.208,8.361,8.208,8.515,8.361,8.515,8.668,8.208,8.208
1421,58,58,75,27,-517.514,-525.911,-523.093,-519.3,-515.69,-514.33,-470.96,-458.612,-509.619,10.301,10.301,10.301,10.148,10.607,10.454,10.454,10.148,9.841,10.148,9.994,10.148,10.148,9.841,9.994,10.301,9.688,9.994,9.688,9.841,9.841,10.301,9.994,9.994,10.607,9.688,9.994,10.148,9.841,10.301,10.301,9.841,10.148,10.148,9.382,9.994,9.688,9.535,9.841,9.994,10.148,9.841,10.301,9.841,9.994,9.841,10.148,10.148,9.841,10.301,9.841,9.994,10.148,9.688,9.994,9.688,9.994,9.994,9.841,9.994,10.148,9.994,10.301,9.994,9.994
1422,58,58,74,27,-516.537,-515.304,-516.993,-516.538,-524.105,-518.489,-471.334,-455.754,-510.679,12.409,12.256,12.103,12.103,11.95,12.103,12.103,12.409,12.256,12.103,12.103,12.103,12.256,12.409,11.95,12.256,12.256,12.256,12.103,12.256,12.256,12.103,12.256,12.103,12.103,12.256,12.103,12.256,12.103,12.103,12.256,12.256,12.103,12.103,12.256,12.256,12.256,12.256,12.409,12.409,12.103,12.103,12.256,12.103,12.256,12.409,12.103,12.256,12.103,11.95,12.103,12.256,12.103,12.256,11.95,12.103,12.409,12.256,12.256,12.103,12.256,12.103,12.256,12.409,12.256
